Date,Time,Lat,Long,Alt,DIN2,SSID,WIFI,INT,Registration
05/07/2025,00:00:18,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:00:27,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:00:36,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:00:45,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:00:54,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:01:04,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:01:13,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:01:22,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:01:31,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:01:40,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:01:49,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:01:58,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:02:08,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:02:17,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:02:27,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:02:36,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:02:45,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:02:54,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:03:03,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:03:13,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:03:22,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:03:31,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:03:40,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:03:50,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:04:00,,,,,SKT-4014,1,0,GXNL
05/07/2025,00:04:09,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:04:18,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:04:27,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:04:37,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:04:46,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:04:55,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:05:04,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:05:13,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:05:22,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:05:32,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:05:41,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:05:50,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:05:59,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:06:09,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:06:18,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:06:27,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:06:36,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:06:46,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:06:56,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:07:05,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:07:14,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:07:23,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:07:32,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:07:41,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:07:50,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:08:00,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:08:09,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:08:18,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:08:27,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:08:36,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:08:45,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:08:54,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:09:04,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:09:13,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:09:21,,,,,SKT-4014,1,0,GXNL
05/07/2025,00:09:30,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:09:39,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:09:48,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:09:57,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:10:06,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:10:16,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:10:25,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:10:34,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:10:43,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:10:52,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:11:01,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:11:10,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:11:20,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:11:30,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:11:39,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:11:49,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:11:58,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:12:07,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:12:16,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:12:25,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:12:35,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:12:44,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:12:53,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:13:02,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:13:11,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:13:20,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:13:29,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:13:39,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:13:48,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:13:57,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:14:06,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:14:15,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:14:25,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:14:35,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:14:44,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:14:53,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:15:03,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:15:12,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:15:21,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:15:30,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:15:39,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:15:48,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:15:57,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:16:07,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:16:16,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:16:25,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:16:34,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:16:43,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:16:52,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:17:01,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:17:11,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:17:20,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:17:29,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:17:38,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:17:47,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:17:57,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:18:06,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:18:15,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:18:25,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:18:34,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:18:43,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:18:53,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:19:02,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:19:11,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:19:20,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:19:29,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:19:39,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:19:48,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:19:58,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:20:07,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:20:16,,,,,SKT-4014,1,1,GXNL
05/07/2025,00:20:25,,,,,SKT-4014,1,1,GXNL
