Date,Time,Lat,Long,Alt,DIN2,SSID,Throughput_Mbps,WIFI,INT,Registration
17/03/2026,00:13:51,44.88419,-63.51336,116.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:13:58,44.88419,-63.51337,116.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:14:05,44.88419,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:14:12,44.8842,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:14:19,44.8842,-63.51336,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:14:26,44.8842,-63.51336,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:14:33,44.8842,-63.51335,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:14:41,44.8842,-63.51335,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:14:48,44.88419,-63.51336,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:14:55,44.88419,-63.51336,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:15:02,44.88419,-63.51336,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:15:09,44.88419,-63.51336,116.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:15:17,44.88419,-63.51336,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:15:24,44.88419,-63.51336,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:15:31,44.88419,-63.51336,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:15:38,44.88419,-63.51337,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:15:46,44.88419,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:15:53,44.88419,-63.51338,116.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:16:00,44.88419,-63.51338,116.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:16:07,44.88419,-63.51337,116.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:16:15,44.88419,-63.51337,116.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:16:22,44.8842,-63.51337,116.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:16:29,44.8842,-63.51337,116.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:16:36,44.88421,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:16:44,44.88421,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:16:51,44.8842,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:16:58,44.8842,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:17:05,44.8842,-63.51337,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:17:13,44.88419,-63.51337,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:17:20,44.88419,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:17:27,44.88419,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:17:34,44.88419,-63.51337,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:17:41,44.8842,-63.51336,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:17:48,44.8842,-63.51336,119.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:17:56,44.88421,-63.51337,119.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:18:03,44.88421,-63.51337,120.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:18:10,44.88421,-63.51336,120.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:18:17,44.88421,-63.51336,119.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:18:25,44.8842,-63.51336,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:18:32,44.8842,-63.51336,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:18:39,44.8842,-63.51336,116.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:18:46,44.8842,-63.51336,116.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:18:53,44.88419,-63.51336,116.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:19:01,44.88419,-63.51336,116.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:19:08,44.88419,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:19:15,44.88419,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:19:22,44.88419,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:19:29,44.88419,-63.51337,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:19:37,44.8842,-63.51337,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:19:44,44.8842,-63.51336,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:19:51,44.8842,-63.51336,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:19:58,44.8842,-63.51336,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:20:05,44.88419,-63.51336,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:20:12,44.88419,-63.51337,116.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:20:19,44.88419,-63.51337,115.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:20:26,44.88419,-63.51337,115.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:20:34,44.8842,-63.51337,116.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:20:41,44.8842,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:20:48,44.8842,-63.51337,116.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:20:55,44.8842,-63.51337,116.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:21:02,44.88419,-63.51337,115.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:21:10,44.88419,-63.51337,116.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:21:17,44.88419,-63.51337,116.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:21:24,44.88419,-63.51338,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:21:31,44.88419,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:21:38,44.8842,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:21:45,44.8842,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:21:53,44.8842,-63.51337,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:22:00,44.8842,-63.51337,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:22:07,44.8842,-63.51337,119.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:22:14,44.8842,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:22:21,44.8842,-63.51337,116.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:22:29,44.88419,-63.51337,116.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:22:36,44.88419,-63.51337,116.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:22:43,44.88419,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:22:50,44.88419,-63.51338,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:22:58,44.8842,-63.51338,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:23:06,44.8842,-63.51338,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:23:13,44.8842,-63.51338,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:23:20,44.8842,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:23:27,44.8842,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:23:35,44.88419,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:23:42,44.88419,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:23:49,44.88419,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:23:56,44.88419,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:24:03,44.88419,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:24:11,44.88419,-63.51336,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:24:18,44.88419,-63.51336,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:24:25,44.8842,-63.51336,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:24:32,44.8842,-63.51336,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:24:39,44.8842,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:24:47,44.8842,-63.51337,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:24:54,44.8842,-63.51337,119.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:25:01,44.8842,-63.51337,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:25:08,44.8842,-63.51337,119.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:25:15,44.8842,-63.51338,119.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:25:22,44.8842,-63.51337,119.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:25:30,44.8842,-63.51337,119.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:25:37,44.8842,-63.51338,119.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:25:44,44.88421,-63.51338,119.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:25:51,44.8842,-63.51338,119.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:25:59,44.8842,-63.51338,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:26:06,44.88419,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:26:14,44.88419,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:26:21,44.88419,-63.51337,116.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:26:28,44.88419,-63.51337,116.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:26:35,44.88419,-63.51337,116.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:26:42,44.8842,-63.51337,117.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:26:49,44.8842,-63.51337,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:26:57,44.8842,-63.51337,119.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:27:04,44.8842,-63.51337,119.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:27:11,44.88421,-63.51337,119.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:27:18,44.88421,-63.51337,119.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:27:25,44.88421,-63.51337,119.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:27:33,44.88422,-63.51336,120.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:27:40,44.88422,-63.51336,121.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:27:47,44.88422,-63.51337,121.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:27:54,44.88422,-63.51337,120.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:28:02,44.88422,-63.51337,120.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:28:09,44.88422,-63.51337,120.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:28:16,44.88421,-63.51337,120.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:28:23,44.88421,-63.51337,120.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:28:30,44.8842,-63.51337,120.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:28:37,44.8842,-63.51337,119.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:28:45,44.8842,-63.51337,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:28:52,44.8842,-63.51337,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:28:59,44.8842,-63.51337,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:29:06,44.88419,-63.51337,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:29:13,44.88419,-63.51338,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:29:21,44.8842,-63.51338,119.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:29:28,44.8842,-63.51338,120.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:29:35,44.8842,-63.51337,120.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:29:43,44.8842,-63.51336,120.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:29:50,44.8842,-63.51336,120.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:29:58,44.8842,-63.51336,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:30:05,44.8842,-63.51337,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:30:12,44.8842,-63.51336,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:30:19,44.8842,-63.51336,119.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:30:27,44.8842,-63.51336,119.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:30:35,44.88419,-63.51336,119.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:30:42,44.88419,-63.51336,120.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:30:49,44.8842,-63.51336,120.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:30:57,44.8842,-63.51336,120.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:31:04,44.8842,-63.51336,120.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:31:11,44.8842,-63.51337,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:31:18,44.8842,-63.51336,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:31:26,44.88419,-63.51336,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:31:33,44.8842,-63.51336,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
17/03/2026,00:31:40,44.88421,-63.51337,118.0,1.0,SKT-4016,,1.0,1.0,GYYR
